Id,Weekly_Sales,,,
26_44_2013-06-28,0,26_4,,
26_44_2013-07-05,0,26_4,,
26_44_2013-07-12,0,26_4,,
26_44_2013-07-19,0,26_4,,
26_44_2013-07-26,0,26_4,,
26_45_2013-01-25,0,26_4,,
26_45_2013-02-15,0,26_4,,
26_45_2013-03-01,0,26_4,,
26_45_2013-04-12,0,26_4,,
26_46_2012-11-02,0,26_4,,
26_46_2012-11-09,0,26_4,,
26_46_2012-11-16,0,26_4,,
26_46_2012-11-23,0,26_4,,
26_46_2012-11-30,0,26_4,,
26_46_2012-12-07,0,26_4,,
26_46_2012-12-14,0,26_4,,
26_46_2012-12-21,0,26_4,,
26_46_2012-12-28,0,26_4,,
26_46_2013-01-04,0,26_4,,
26_46_2013-01-11,0,26_4,,
26_46_2013-01-18,0,26_4,,
26_46_2013-01-25,0,26_4,,
26_46_2013-02-01,0,26_4,,
26_46_2013-02-08,0,26_4,,
26_46_2013-02-15,0,26_4,,
26_46_2013-02-22,0,26_4,,
26_46_2013-03-01,0,26_4,,
26_46_2013-03-08,0,26_4,,
26_46_2013-03-15,0,26_4,,
26_46_2013-03-22,0,26_4,,
26_46_2013-03-29,0,26_4,,
26_46_2013-04-05,0,26_4,,
26_46_2013-04-12,0,26_4,,
26_46_2013-04-19,0,26_4,,
26_46_2013-04-26,0,26_4,,
26_46_2013-05-03,0,26_4,,
26_46_2013-05-10,0,26_4,,
26_46_2013-05-17,0,26_4,,
26_46_2013-05-24,0,26_4,,
26_46_2013-05-31,0,26_4,,
26_46_2013-06-07,0,26_4,,
26_46_2013-06-14,0,26_4,,
26_46_2013-06-21,0,26_4,,
26_46_2013-06-28,0,26_4,,
26_46_2013-07-05,0,26_4,,
26_46_2013-07-12,0,26_4,,
26_46_2013-07-19,0,26_4,,
26_46_2013-07-26,0,26_4,,
26_47_2012-11-02,0,26_4,,
26_47_2012-11-23,0,26_4,,
26_47_2012-12-14,0,26_4,,
26_47_2012-12-21,0,26_4,,
26_47_2012-12-28,0,26_4,,
26_47_2013-04-26,0,26_4,,
26_47_2013-05-10,0,26_4,,
26_47_2013-06-21,0,26_4,,
26_48_2012-11-02,0,26_4,,
26_48_2012-11-09,0,26_4,,
26_48_2012-11-16,0,26_4,,
26_48_2012-11-23,0,26_4,,
26_48_2012-11-30,0,26_4,,
26_48_2012-12-07,0,26_4,,
26_48_2012-12-14,0,26_4,,
26_48_2012-12-21,0,26_4,,
26_48_2012-12-28,0,26_4,,
26_48_2013-01-04,0,26_4,,
26_48_2013-01-11,0,26_4,,
26_48_2013-01-18,0,26_4,,
26_48_2013-02-01,0,26_4,,
26_48_2013-02-08,0,26_4,,
26_48_2013-02-15,0,26_4,,
26_48_2013-02-22,0,26_4,,
26_48_2013-03-01,0,26_4,,
26_48_2013-03-08,0,26_4,,
26_48_2013-03-15,0,26_4,,
26_48_2013-03-22,0,26_4,,
26_48_2013-03-29,0,26_4,,
26_48_2013-04-12,0,26_4,,
26_48_2013-04-19,0,26_4,,
26_48_2013-04-26,0,26_4,,
26_48_2013-05-03,0,26_4,,
26_48_2013-05-10,0,26_4,,
26_48_2013-05-24,0,26_4,,
26_48_2013-05-31,0,26_4,,
26_48_2013-06-07,0,26_4,,
26_48_2013-06-14,0,26_4,,
26_48_2013-06-21,0,26_4,,
26_48_2013-07-05,0,26_4,,
26_48_2013-07-12,0,26_4,,
26_48_2013-07-19,0,26_4,,
26_48_2013-07-26,0,26_4,,
26_49_2012-11-02,0,26_4,,
26_49_2012-11-09,0,26_4,,
26_49_2012-11-16,0,26_4,,
26_49_2012-11-23,0,26_4,,
26_49_2012-11-30,0,26_4,,
26_49_2012-12-07,0,26_4,,
26_49_2012-12-14,0,26_4,,
26_49_2012-12-21,0,26_4,,
26_49_2012-12-28,0,26_4,,
26_49_2013-01-04,0,26_4,,
26_49_2013-01-11,0,26_4,,
26_49_2013-01-18,0,26_4,,
26_49_2013-01-25,0,26_4,,
26_49_2013-02-01,0,26_4,,
26_49_2013-02-08,0,26_4,,
26_49_2013-02-15,0,26_4,,
26_49_2013-02-22,0,26_4,,
26_49_2013-03-01,0,26_4,,
26_49_2013-03-08,0,26_4,,
26_49_2013-03-15,0,26_4,,
26_49_2013-03-22,0,26_4,,
26_49_2013-03-29,0,26_4,,
26_49_2013-04-05,0,26_4,,
26_49_2013-04-12,0,26_4,,
26_49_2013-04-19,0,26_4,,
26_49_2013-04-26,0,26_4,,
26_49_2013-05-03,0,26_4,,
26_49_2013-05-10,0,26_4,,
26_49_2013-05-17,0,26_4,,
26_49_2013-05-24,0,26_4,,
26_49_2013-05-31,0,26_4,,
26_49_2013-06-07,0,26_4,,
26_49_2013-06-14,0,26_4,,
26_49_2013-06-21,0,26_4,,
26_49_2013-06-28,0,26_4,,
26_49_2013-07-05,0,26_4,,
26_49_2013-07-12,0,26_4,,
26_49_2013-07-19,0,26_4,,
26_49_2013-07-26,0,26_4,,
26_52_2012-11-02,0,26_5,,
26_52_2012-11-09,0,26_5,,
26_52_2012-11-16,0,26_5,,
26_52_2012-11-23,0,26_5,,
26_52_2012-11-30,0,26_5,,
26_52_2012-12-07,0,26_5,,
26_52_2012-12-14,0,26_5,,
26_52_2012-12-21,0,26_5,,
26_52_2012-12-28,0,26_5,,
26_52_2013-01-04,0,26_5,,
26_52_2013-01-11,0,26_5,,
26_52_2013-01-18,0,26_5,,
26_52_2013-01-25,0,26_5,,
26_52_2013-02-01,0,26_5,,
26_52_2013-02-08,0,26_5,,
26_52_2013-02-15,0,26_5,,
26_52_2013-02-22,0,26_5,,
26_52_2013-03-01,0,26_5,,
26_52_2013-03-08,0,26_5,,
26_52_2013-03-15,0,26_5,,
26_52_2013-03-22,0,26_5,,
26_52_2013-03-29,0,26_5,,
26_52_2013-04-05,0,26_5,,
26_52_2013-04-12,0,26_5,,
26_52_2013-04-19,0,26_5,,
26_52_2013-04-26,0,26_5,,
26_52_2013-05-03,0,26_5,,
26_52_2013-05-10,0,26_5,,
26_52_2013-05-17,0,26_5,,
26_52_2013-05-24,0,26_5,,
26_52_2013-05-31,0,26_5,,
26_52_2013-06-07,0,26_5,,
26_52_2013-06-14,0,26_5,,
26_52_2013-06-21,0,26_5,,
26_52_2013-06-28,0,26_5,,
26_52_2013-07-05,0,26_5,,
26_52_2013-07-12,0,26_5,,
26_52_2013-07-19,0,26_5,,
26_52_2013-07-26,0,26_5,,
26_54_2012-11-02,0,26_5,,
26_54_2012-11-16,0,26_5,,
26_54_2012-11-23,0,26_5,,
26_54_2012-11-30,0,26_5,,
26_54_2012-12-14,0,26_5,,
26_54_2012-12-21,0,26_5,,
26_54_2012-12-28,0,26_5,,
26_54_2013-01-04,0,26_5,,
26_54_2013-01-11,0,26_5,,
26_54_2013-02-08,0,26_5,,
26_54_2013-02-15,0,26_5,,
26_54_2013-03-01,0,26_5,,
26_54_2013-03-08,0,26_5,,
26_54_2013-03-15,0,26_5,,
26_54_2013-03-29,0,26_5,,
26_54_2013-04-05,0,26_5,,
26_54_2013-04-12,0,26_5,,
26_54_2013-04-26,0,26_5,,
26_54_2013-05-03,0,26_5,,
26_54_2013-05-10,0,26_5,,
26_54_2013-06-14,0,26_5,,
26_54_2013-06-28,0,26_5,,
26_54_2013-07-05,0,26_5,,
26_54_2013-07-12,0,26_5,,
26_54_2013-07-19,0,26_5,,
26_54_2013-07-26,0,26_5,,
26_55_2012-11-02,0,26_5,,
26_55_2012-11-09,0,26_5,,
26_55_2012-11-16,0,26_5,,
26_55_2012-11-23,0,26_5,,
26_55_2012-11-30,0,26_5,,
26_55_2012-12-07,0,26_5,,
26_55_2012-12-14,0,26_5,,
26_55_2012-12-21,0,26_5,,
26_55_2012-12-28,0,26_5,,
26_55_2013-01-04,0,26_5,,
26_55_2013-01-11,0,26_5,,
26_55_2013-01-18,0,26_5,,
26_55_2013-01-25,0,26_5,,
26_55_2013-02-01,0,26_5,,
26_55_2013-02-08,0,26_5,,
26_55_2013-02-15,0,26_5,,
26_55_2013-02-22,0,26_5,,
26_55_2013-03-01,0,26_5,,
26_55_2013-03-08,0,26_5,,
26_55_2013-03-15,0,26_5,,
26_55_2013-03-22,0,26_5,,
26_55_2013-03-29,0,26_5,,
26_55_2013-04-05,0,26_5,,
26_55_2013-04-12,0,26_5,,
26_55_2013-04-19,0,26_5,,
26_55_2013-04-26,0,26_5,,
26_55_2013-05-03,0,26_5,,
26_55_2013-05-10,0,26_5,,
26_55_2013-05-17,0,26_5,,
26_55_2013-05-24,0,26_5,,
26_55_2013-05-31,0,26_5,,
26_55_2013-06-07,0,26_5,,
26_55_2013-06-14,0,26_5,,
26_55_2013-06-21,0,26_5,,
26_55_2013-06-28,0,26_5,,
26_55_2013-07-05,0,26_5,,
26_55_2013-07-12,0,26_5,,
26_55_2013-07-19,0,26_5,,
26_55_2013-07-26,0,26_5,,
26_56_2012-11-02,0,26_5,,
26_56_2012-11-09,0,26_5,,
26_56_2012-11-16,0,26_5,,
26_56_2012-11-23,0,26_5,,
26_56_2012-11-30,0,26_5,,
26_56_2012-12-07,0,26_5,,
26_56_2012-12-14,0,26_5,,
26_56_2012-12-21,0,26_5,,
26_56_2012-12-28,0,26_5,,
26_56_2013-01-04,0,26_5,,
26_56_2013-01-11,0,26_5,,
26_56_2013-01-18,0,26_5,,
26_56_2013-01-25,0,26_5,,
26_56_2013-02-01,0,26_5,,
26_56_2013-02-08,0,26_5,,
26_56_2013-02-15,0,26_5,,
26_56_2013-02-22,0,26_5,,
26_56_2013-03-01,0,26_5,,
26_56_2013-03-08,0,26_5,,
26_56_2013-03-15,0,26_5,,
26_56_2013-03-22,0,26_5,,
26_56_2013-03-29,0,26_5,,
26_56_2013-04-05,0,26_5,,
26_56_2013-04-12,0,26_5,,
26_56_2013-04-19,0,26_5,,
26_56_2013-04-26,0,26_5,,
26_56_2013-05-03,0,26_5,,
26_56_2013-05-10,0,26_5,,
26_56_2013-05-17,0,26_5,,
26_56_2013-05-24,0,26_5,,
26_56_2013-05-31,0,26_5,,
26_56_2013-06-07,0,26_5,,
26_56_2013-06-14,0,26_5,,
26_56_2013-06-21,0,26_5,,
26_56_2013-06-28,0,26_5,,
26_56_2013-07-05,0,26_5,,
26_56_2013-07-12,0,26_5,,
26_56_2013-07-19,0,26_5,,
26_56_2013-07-26,0,26_5,,
26_59_2012-11-02,0,26_5,,
26_59_2012-11-09,0,26_5,,
26_59_2012-11-16,0,26_5,,
26_59_2012-11-23,0,26_5,,
26_59_2012-11-30,0,26_5,,
26_59_2012-12-07,0,26_5,,
26_59_2012-12-14,0,26_5,,
26_59_2012-12-21,0,26_5,,
26_59_2012-12-28,0,26_5,,
26_59_2013-01-04,0,26_5,,
26_59_2013-01-11,0,26_5,,
26_59_2013-01-18,0,26_5,,
26_59_2013-01-25,0,26_5,,
26_59_2013-02-01,0,26_5,,
26_59_2013-02-08,0,26_5,,
26_59_2013-02-15,0,26_5,,
26_59_2013-02-22,0,26_5,,
26_59_2013-03-01,0,26_5,,
26_59_2013-03-08,0,26_5,,
26_59_2013-03-15,0,26_5,,
26_59_2013-03-22,0,26_5,,
26_59_2013-03-29,0,26_5,,
26_59_2013-04-05,0,26_5,,
26_59_2013-04-12,0,26_5,,
26_59_2013-04-19,0,26_5,,
26_59_2013-04-26,0,26_5,,
26_59_2013-05-03,0,26_5,,
26_59_2013-05-10,0,26_5,,
26_59_2013-05-17,0,26_5,,
26_59_2013-05-24,0,26_5,,
26_59_2013-05-31,0,26_5,,
26_59_2013-06-07,0,26_5,,
26_59_2013-06-14,0,26_5,,
26_59_2013-06-21,0,26_5,,
26_59_2013-06-28,0,26_5,,
26_59_2013-07-05,0,26_5,,
26_59_2013-07-12,0,26_5,,
26_59_2013-07-19,0,26_5,,
26_59_2013-07-26,0,26_5,,
26_60_2012-11-02,0,26_6,,
26_60_2012-11-09,0,26_6,,
26_60_2012-11-16,0,26_6,,
26_60_2012-11-23,0,26_6,,
26_60_2012-11-30,0,26_6,,
26_60_2012-12-07,0,26_6,,
26_60_2012-12-14,0,26_6,,
26_60_2012-12-21,0,26_6,,
26_60_2012-12-28,0,26_6,,
26_60_2013-01-04,0,26_6,,
26_60_2013-01-11,0,26_6,,
26_60_2013-01-18,0,26_6,,
26_60_2013-01-25,0,26_6,,
26_60_2013-02-01,0,26_6,,
26_60_2013-02-08,0,26_6,,
26_60_2013-02-15,0,26_6,,
26_60_2013-02-22,0,26_6,,
26_60_2013-03-01,0,26_6,,
26_60_2013-03-08,0,26_6,,
26_60_2013-03-15,0,26_6,,
26_60_2013-03-22,0,26_6,,
26_60_2013-03-29,0,26_6,,
26_60_2013-04-05,0,26_6,,
26_60_2013-04-12,0,26_6,,
26_60_2013-04-19,0,26_6,,
26_60_2013-04-26,0,26_6,,
26_60_2013-05-03,0,26_6,,
26_60_2013-05-10,0,26_6,,
26_60_2013-05-17,0,26_6,,
26_60_2013-05-24,0,26_6,,
26_60_2013-05-31,0,26_6,,
26_60_2013-06-07,0,26_6,,
26_60_2013-06-14,0,26_6,,
26_60_2013-06-21,0,26_6,,
26_60_2013-06-28,0,26_6,,
26_60_2013-07-05,0,26_6,,
26_60_2013-07-12,0,26_6,,
26_60_2013-07-19,0,26_6,,
26_60_2013-07-26,0,26_6,,
26_67_2012-11-02,0,26_6,,
26_67_2012-11-09,0,26_6,,
26_67_2012-11-16,0,26_6,,
26_67_2012-11-23,0,26_6,,
26_67_2012-11-30,0,26_6,,
26_67_2012-12-07,0,26_6,,
26_67_2012-12-14,0,26_6,,
26_67_2012-12-21,0,26_6,,
26_67_2012-12-28,0,26_6,,
26_67_2013-01-04,0,26_6,,
26_67_2013-01-11,0,26_6,,
26_67_2013-01-18,0,26_6,,
26_67_2013-01-25,0,26_6,,
26_67_2013-02-01,0,26_6,,
26_67_2013-02-08,0,26_6,,
26_67_2013-02-15,0,26_6,,
26_67_2013-02-22,0,26_6,,
26_67_2013-03-01,0,26_6,,
26_67_2013-03-08,0,26_6,,
26_67_2013-03-15,0,26_6,,
26_67_2013-03-22,0,26_6,,
26_67_2013-03-29,0,26_6,,
26_67_2013-04-05,0,26_6,,
26_67_2013-04-12,0,26_6,,
26_67_2013-04-19,0,26_6,,
26_67_2013-04-26,0,26_6,,
26_67_2013-05-03,0,26_6,,
26_67_2013-05-10,0,26_6,,
26_67_2013-05-17,0,26_6,,
26_67_2013-05-24,0,26_6,,
26_67_2013-05-31,0,26_6,,
26_67_2013-06-07,0,26_6,,
26_67_2013-06-14,0,26_6,,
26_67_2013-06-21,0,26_6,,
26_67_2013-06-28,0,26_6,,
26_67_2013-07-05,0,26_6,,
26_67_2013-07-12,0,26_6,,
26_67_2013-07-19,0,26_6,,
26_67_2013-07-26,0,26_6,,
26_71_2012-11-02,0,26_7,,
26_71_2012-11-09,0,26_7,,
26_71_2012-11-16,0,26_7,,
26_71_2012-11-23,0,26_7,,
26_71_2012-11-30,0,26_7,,
26_71_2012-12-07,0,26_7,,
26_71_2012-12-14,0,26_7,,
26_71_2012-12-21,0,26_7,,
26_71_2012-12-28,0,26_7,,
26_71_2013-01-04,0,26_7,,
26_71_2013-01-11,0,26_7,,
26_71_2013-01-18,0,26_7,,
26_71_2013-01-25,0,26_7,,
26_71_2013-02-01,0,26_7,,
26_71_2013-02-08,0,26_7,,
26_71_2013-02-15,0,26_7,,
26_71_2013-02-22,0,26_7,,
26_71_2013-03-01,0,26_7,,
26_71_2013-03-08,0,26_7,,
26_71_2013-03-15,0,26_7,,
26_71_2013-03-22,0,26_7,,
26_71_2013-03-29,0,26_7,,
26_71_2013-04-05,0,26_7,,
26_71_2013-04-12,0,26_7,,
26_71_2013-04-19,0,26_7,,
26_71_2013-04-26,0,26_7,,
26_71_2013-05-03,0,26_7,,
26_71_2013-05-10,0,26_7,,
26_71_2013-05-17,0,26_7,,
26_71_2013-05-24,0,26_7,,
26_71_2013-05-31,0,26_7,,
26_71_2013-06-07,0,26_7,,
26_71_2013-06-14,0,26_7,,
26_71_2013-06-21,0,26_7,,
26_71_2013-06-28,0,26_7,,
26_71_2013-07-05,0,26_7,,
26_71_2013-07-12,0,26_7,,
26_71_2013-07-19,0,26_7,,
26_71_2013-07-26,0,26_7,,
26_72_2012-11-02,0,26_7,,
26_72_2012-11-09,0,26_7,,
26_72_2012-11-16,0,26_7,,
26_72_2012-11-23,0,26_7,,
26_72_2012-11-30,0,26_7,,
26_72_2012-12-07,0,26_7,,
26_72_2012-12-14,0,26_7,,
26_72_2012-12-21,0,26_7,,
26_72_2012-12-28,0,26_7,,
26_72_2013-01-04,0,26_7,,
26_72_2013-01-11,0,26_7,,
26_72_2013-01-18,0,26_7,,
26_72_2013-01-25,0,26_7,,
26_72_2013-02-01,0,26_7,,
26_72_2013-02-08,0,26_7,,
26_72_2013-02-15,0,26_7,,
26_72_2013-02-22,0,26_7,,
26_72_2013-03-01,0,26_7,,
26_72_2013-03-08,0,26_7,,
26_72_2013-03-15,0,26_7,,
26_72_2013-03-22,0,26_7,,
26_72_2013-03-29,0,26_7,,
26_72_2013-04-05,0,26_7,,
26_72_2013-04-12,0,26_7,,
26_72_2013-04-19,0,26_7,,
26_72_2013-04-26,0,26_7,,
26_72_2013-05-03,0,26_7,,
26_72_2013-05-10,0,26_7,,
26_72_2013-05-17,0,26_7,,
26_72_2013-05-24,0,26_7,,
26_72_2013-05-31,0,26_7,,
26_72_2013-06-07,0,26_7,,
26_72_2013-06-14,0,26_7,,
26_72_2013-06-21,0,26_7,,
26_72_2013-06-28,0,26_7,,
26_72_2013-07-05,0,26_7,,
26_72_2013-07-12,0,26_7,,
26_72_2013-07-19,0,26_7,,
26_72_2013-07-26,0,26_7,,
26_74_2012-11-02,0,26_7,,
26_74_2012-11-09,0,26_7,,
26_74_2012-11-16,0,26_7,,
26_74_2012-11-23,0,26_7,,
26_74_2012-11-30,0,26_7,,
26_74_2012-12-07,0,26_7,,
26_74_2012-12-14,0,26_7,,
26_74_2012-12-21,0,26_7,,
26_74_2012-12-28,0,26_7,,
26_74_2013-01-04,0,26_7,,
26_74_2013-01-11,0,26_7,,
26_74_2013-01-18,0,26_7,,
26_74_2013-01-25,0,26_7,,
26_74_2013-02-01,0,26_7,,
26_74_2013-02-08,0,26_7,,
26_74_2013-02-15,0,26_7,,
26_74_2013-02-22,0,26_7,,
26_74_2013-03-01,0,26_7,,
26_74_2013-03-08,0,26_7,,
26_74_2013-03-15,0,26_7,,
26_74_2013-03-22,0,26_7,,
26_74_2013-03-29,0,26_7,,
26_74_2013-04-05,0,26_7,,
26_74_2013-04-12,0,26_7,,
26_74_2013-04-19,0,26_7,,
26_74_2013-04-26,0,26_7,,
26_74_2013-05-03,0,26_7,,
26_74_2013-05-10,0,26_7,,
26_74_2013-05-17,0,26_7,,
26_74_2013-05-24,0,26_7,,
26_74_2013-05-31,0,26_7,,
26_74_2013-06-07,0,26_7,,
26_74_2013-06-14,0,26_7,,
26_74_2013-06-21,0,26_7,,
26_74_2013-06-28,0,26_7,,
26_74_2013-07-05,0,26_7,,
26_74_2013-07-12,0,26_7,,
26_74_2013-07-19,0,26_7,,
26_74_2013-07-26,0,26_7,,
26_79_2012-11-02,0,26_7,,
26_79_2012-11-09,0,26_7,,
26_79_2012-11-16,0,26_7,,
26_79_2012-11-23,0,26_7,,
26_79_2012-11-30,0,26_7,,
26_79_2012-12-07,0,26_7,,
26_79_2012-12-14,0,26_7,,
26_79_2012-12-21,0,26_7,,
26_79_2012-12-28,0,26_7,,
26_79_2013-01-04,0,26_7,,
26_79_2013-01-11,0,26_7,,
26_79_2013-01-18,0,26_7,,
26_79_2013-01-25,0,26_7,,
26_79_2013-02-01,0,26_7,,
26_79_2013-02-08,0,26_7,,
26_79_2013-02-15,0,26_7,,
26_79_2013-02-22,0,26_7,,
26_79_2013-03-01,0,26_7,,
26_79_2013-03-08,0,26_7,,
26_79_2013-03-15,0,26_7,,
26_79_2013-03-22,0,26_7,,
26_79_2013-03-29,0,26_7,,
26_79_2013-04-05,0,26_7,,
26_79_2013-04-12,0,26_7,,
26_79_2013-04-19,0,26_7,,
26_79_2013-04-26,0,26_7,,
26_79_2013-05-03,0,26_7,,
26_79_2013-05-10,0,26_7,,
26_79_2013-05-17,0,26_7,,
26_79_2013-05-24,0,26_7,,
26_79_2013-05-31,0,26_7,,
26_79_2013-06-07,0,26_7,,
26_79_2013-06-14,0,26_7,,
26_79_2013-06-21,0,26_7,,
26_79_2013-06-28,0,26_7,,
26_79_2013-07-05,0,26_7,,
26_79_2013-07-12,0,26_7,,
26_79_2013-07-19,0,26_7,,
26_79_2013-07-26,0,26_7,,
26_80_2012-11-02,0,26_8,,
26_80_2012-11-09,0,26_8,,
26_80_2012-11-16,0,26_8,,
26_80_2012-11-23,0,26_8,,
26_80_2012-11-30,0,26_8,,
26_80_2012-12-07,0,26_8,,
26_80_2012-12-14,0,26_8,,
26_80_2012-12-21,0,26_8,,
26_80_2012-12-28,0,26_8,,
26_80_2013-01-04,0,26_8,,
26_80_2013-01-11,0,26_8,,
26_80_2013-01-18,0,26_8,,
26_80_2013-01-25,0,26_8,,
26_80_2013-02-01,0,26_8,,
26_80_2013-02-08,0,26_8,,
26_80_2013-02-15,0,26_8,,
26_80_2013-02-22,0,26_8,,
26_80_2013-03-01,0,26_8,,
26_80_2013-03-08,0,26_8,,
26_80_2013-03-15,0,26_8,,
26_80_2013-03-22,0,26_8,,
26_80_2013-03-29,0,26_8,,
26_80_2013-04-05,0,26_8,,
26_80_2013-04-12,0,26_8,,
26_80_2013-04-19,0,26_8,,
26_80_2013-04-26,0,26_8,,
26_80_2013-05-03,0,26_8,,
26_80_2013-05-10,0,26_8,,
26_80_2013-05-17,0,26_8,,
26_80_2013-05-24,0,26_8,,
26_80_2013-05-31,0,26_8,,
26_80_2013-06-07,0,26_8,,
26_80_2013-06-14,0,26_8,,
26_80_2013-06-21,0,26_8,,
26_80_2013-06-28,0,26_8,,
26_80_2013-07-05,0,26_8,,
26_80_2013-07-12,0,26_8,,
26_80_2013-07-19,0,26_8,,
26_80_2013-07-26,0,26_8,,
26_81_2012-11-02,0,26_8,,
26_81_2012-11-09,0,26_8,,
26_81_2012-11-16,0,26_8,,
26_81_2012-11-23,0,26_8,,
26_81_2012-11-30,0,26_8,,
26_81_2012-12-07,0,26_8,,
26_81_2012-12-14,0,26_8,,
26_81_2012-12-21,0,26_8,,
26_81_2012-12-28,0,26_8,,
26_81_2013-01-04,0,26_8,,
26_81_2013-01-11,0,26_8,,
26_81_2013-01-18,0,26_8,,
26_81_2013-01-25,0,26_8,,
26_81_2013-02-01,0,26_8,,
26_81_2013-02-08,0,26_8,,
26_81_2013-02-15,0,26_8,,
26_81_2013-02-22,0,26_8,,
26_81_2013-03-01,0,26_8,,
26_81_2013-03-08,0,26_8,,
26_81_2013-03-15,0,26_8,,
26_81_2013-03-22,0,26_8,,
26_81_2013-03-29,0,26_8,,
26_81_2013-04-05,0,26_8,,
26_81_2013-04-12,0,26_8,,
26_81_2013-04-19,0,26_8,,
26_81_2013-04-26,0,26_8,,
26_81_2013-05-03,0,26_8,,
26_81_2013-05-10,0,26_8,,
26_81_2013-05-17,0,26_8,,
26_81_2013-05-24,0,26_8,,
26_81_2013-05-31,0,26_8,,
26_81_2013-06-07,0,26_8,,
26_81_2013-06-14,0,26_8,,
26_81_2013-06-21,0,26_8,,
26_81_2013-06-28,0,26_8,,
26_81_2013-07-05,0,26_8,,
26_81_2013-07-12,0,26_8,,
26_81_2013-07-19,0,26_8,,
26_81_2013-07-26,0,26_8,,
26_82_2012-11-02,0,26_8,,
26_82_2012-11-09,0,26_8,,
26_82_2012-11-16,0,26_8,,
26_82_2012-11-23,0,26_8,,
26_82_2012-11-30,0,26_8,,
26_82_2012-12-07,0,26_8,,
26_82_2012-12-14,0,26_8,,
26_82_2012-12-21,0,26_8,,
26_82_2012-12-28,0,26_8,,
26_82_2013-01-04,0,26_8,,
26_82_2013-01-11,0,26_8,,
26_82_2013-01-18,0,26_8,,
26_82_2013-01-25,0,26_8,,
26_82_2013-02-01,0,26_8,,
26_82_2013-02-08,0,26_8,,
26_82_2013-02-15,0,26_8,,
26_82_2013-02-22,0,26_8,,
26_82_2013-03-01,0,26_8,,
26_82_2013-03-08,0,26_8,,
26_82_2013-03-15,0,26_8,,
26_82_2013-03-22,0,26_8,,
26_82_2013-03-29,0,26_8,,
26_82_2013-04-05,0,26_8,,
26_82_2013-04-12,0,26_8,,
26_82_2013-04-19,0,26_8,,
26_82_2013-04-26,0,26_8,,
26_82_2013-05-03,0,26_8,,
26_82_2013-05-10,0,26_8,,
26_82_2013-05-17,0,26_8,,
26_82_2013-05-24,0,26_8,,
26_82_2013-05-31,0,26_8,,
26_82_2013-06-07,0,26_8,,
26_82_2013-06-14,0,26_8,,
26_82_2013-06-21,0,26_8,,
26_82_2013-06-28,0,26_8,,
26_82_2013-07-05,0,26_8,,
26_82_2013-07-12,0,26_8,,
26_82_2013-07-19,0,26_8,,
26_82_2013-07-26,0,26_8,,
26_83_2012-11-02,0,26_8,,
26_83_2012-11-09,0,26_8,,
26_83_2012-11-16,0,26_8,,
26_83_2012-11-23,0,26_8,,
26_83_2012-11-30,0,26_8,,
26_83_2012-12-07,0,26_8,,
26_83_2012-12-14,0,26_8,,
26_83_2012-12-21,0,26_8,,
26_83_2012-12-28,0,26_8,,
26_83_2013-01-04,0,26_8,,
26_83_2013-01-11,0,26_8,,
26_83_2013-01-18,0,26_8,,
26_83_2013-01-25,0,26_8,,
26_83_2013-02-01,0,26_8,,
26_83_2013-02-08,0,26_8,,
26_83_2013-02-15,0,26_8,,
26_83_2013-02-22,0,26_8,,
26_83_2013-03-01,0,26_8,,
26_83_2013-03-08,0,26_8,,
26_83_2013-03-15,0,26_8,,
26_83_2013-03-22,0,26_8,,
26_83_2013-03-29,0,26_8,,
26_83_2013-04-05,0,26_8,,
26_83_2013-04-12,0,26_8,,
26_83_2013-04-19,0,26_8,,
26_83_2013-04-26,0,26_8,,
26_83_2013-05-03,0,26_8,,
26_83_2013-05-10,0,26_8,,
26_83_2013-05-17,0,26_8,,
26_83_2013-05-24,0,26_8,,
26_83_2013-05-31,0,26_8,,
26_83_2013-06-07,0,26_8,,
26_83_2013-06-14,0,26_8,,
26_83_2013-06-21,0,26_8,,
26_83_2013-06-28,0,26_8,,
26_83_2013-07-05,0,26_8,,
26_83_2013-07-12,0,26_8,,
26_83_2013-07-19,0,26_8,,
26_83_2013-07-26,0,26_8,,
26_85_2012-11-02,0,26_8,,
26_85_2012-11-09,0,26_8,,
26_85_2012-11-16,0,26_8,,
26_85_2012-11-23,0,26_8,,
26_85_2012-11-30,0,26_8,,
26_85_2012-12-07,0,26_8,,
26_85_2012-12-14,0,26_8,,
26_85_2012-12-21,0,26_8,,
26_85_2012-12-28,0,26_8,,
26_85_2013-01-04,0,26_8,,
26_85_2013-01-11,0,26_8,,
26_85_2013-01-18,0,26_8,,
26_85_2013-01-25,0,26_8,,
26_85_2013-02-01,0,26_8,,
26_85_2013-02-08,0,26_8,,
26_85_2013-02-15,0,26_8,,
26_85_2013-02-22,0,26_8,,
26_85_2013-03-01,0,26_8,,
26_85_2013-03-08,0,26_8,,
26_85_2013-03-15,0,26_8,,
26_85_2013-03-22,0,26_8,,
26_85_2013-03-29,0,26_8,,
26_85_2013-04-05,0,26_8,,
26_85_2013-04-12,0,26_8,,
26_85_2013-04-19,0,26_8,,
26_85_2013-04-26,0,26_8,,
26_85_2013-05-03,0,26_8,,
26_85_2013-05-10,0,26_8,,
26_85_2013-05-17,0,26_8,,
26_85_2013-05-24,0,26_8,,
26_85_2013-05-31,0,26_8,,
26_85_2013-06-07,0,26_8,,
26_85_2013-06-14,0,26_8,,
26_85_2013-06-21,0,26_8,,
